,question,right_answer,right_chunk,rag_answer,rag_chunks,rag_metas,type,normalized_right_chunk,multiple_chunks,top1,topk,retriv_semantic_sim,exact_match,f1,gen_sim
68,Does BoJack think the crossover joke is funny?,"No, he is being sarcastic.","MR. PEANUTBUTTER: You're being sarcastic, but I think it does actually get funnier every time.","Yes, BoJack thinks the crossover joke is funny. He says ""You know, that gets funnier every time."" and ""Oh! God, that's good comedy.""","['BOJACK: You know, that gets funnier every time.', ""BOJACK: Oh! God, that's good comedy."", ""BOJACK: That's not all that was beneath him. Gay joke. Sorry, I'm better than that."", 'On tv out of context we see Bojack hold up a donut. He has an orgasm to the punchline  of his joke', 'BOJACK: What?']","[{'tokens': 14, 'role': 'BOJACK', 'source_para': 166, 'chunk': 0}, {'role': 'BOJACK', 'source_para': 132, 'tokens': 13, 'chunk': 0}, {'source_para': 425, 'chunk': 0, 'role': 'BOJACK', 'tokens': 24}, {'role': 'UNKNOWN', 'chunk': 0, 'source_para': 131, 'tokens': 27}, {'role': 'BOJACK', 'tokens': 6, 'source_para': 223, 'chunk': 0}]",Relationship Dynamics,"[""MR. PEANUTBUTTER: You're being sarcastic, but I think it does actually get funnier every time.""]",False,0,0,0.4979855716228485,0,0.14285714285714285,0.1832665503025055
69,Who is Erica?,A character Mr. Peanutbutter speaks to off-screen.,"MR. PEANUTBUTTER: Erica, get out of here with that face!","Based on the context, Erica is not explicitly mentioned as a character, but it seems to be a name being spoken by Mr. Peanutbutter, and possibly being addressed by him.","['MR. PEANUTBUTTER: Erica, get out of here with that face!', ""MR. PEANUTBUTTER: (Interrupting) Living the dream, huh? Yeah. Hey, we'll catch up later, all right? I want to talk to you. Erica, how are you looking so beautiful? I'm furious."", 'CAROLYN: The third one.', 'BOJACK: Did Sabrina grow up before our eyes?', 'SABRINA: Oh, hey.']","[{'role': 'UNKNOWN', 'tokens': 19, 'source_para': 187, 'chunk': 0}, {'chunk': 0, 'tokens': 52, 'source_para': 394, 'role': 'UNKNOWN'}, {'source_para': 243, 'chunk': 0, 'tokens': 8, 'role': 'CAROLYN'}, {'source_para': 272, 'chunk': 0, 'role': 'BOJACK', 'tokens': 13}, {'tokens': 9, 'source_para': 8, 'chunk': 0, 'role': 'SABRINA'}]",Relationship Dynamics,"['MR. PEANUTBUTTER: Erica, get out of here with that face!']",False,1,1,1.0000001192092896,0,0.16216216216216217,0.4504297375679016
70,Why does Princess Carolyn say they are breaking up (besides the baby)?,Because BoJack hates himself and can't let anyone else love him.,CAROLYN: I don't know how you can expect anyone else to love you when you so clearly hate yourself.,"The context does not explicitly state that Princess Carolyn says they are breaking up. However, it can be inferred that they are having a disagreement and tension in their relationship.

The closest statement to the idea of breaking up is when BoJack says ""You want to know the real reason we're breaking up?"" and Princess Carolyn responds by changing the subject to BoJack's interview. This implies that there is tension in their relationship, but it does not explicitly state that they are breaking up.

Todd's comment ""You're just bummed out because Princess Carolyn dumped you last night"" suggests that there may be a breakup, but this is not confirmed by Princess Carolyn.","[""CAROLYN: You want to know the real reason we're breaking up?"", 'BOJACK: Who told you Princess Carolyn and I broke up?', ""TODD: Ah, yeah, I see. You're just bummed out because Princess Carolyn dumped you last night."", ""PRINCESS CAROLYN: BoJack, I secured you an interview. A major online celebrity gossip site. They want to talk about your comeback. BOJACK: A gossip site? I'm not talking to them! That's beneath me. Ibsen wouldn't talk to a gossip site! PRINCESS CAROLYN: You are not Ibsen, you are a washed-up sitcom horse who needs to sell books so I can pay my assistant. BOJACK: What about Diane? She's writing the book. Can't she do it? PRINCESS CAROLYN: The book is about you, BoJack. You need to provide the soundbites. BOJACK: Fine. But I'm going to tell them that pre-meal bread should be free, and that's the real headline. PRINCESS CAROLYN: Just tell them you're dating someone famous. Anyone. BOJACK: I'm dating that raccoon editor. Pinky. He smells bad, but he's passionate about slap bracelets. PRINCESS CAROLYN: [sighs] Just be there on Tuesday."", ""CAROLYN: Oh, look at that baby. Isn't he the cutest baby you ever saw?""]","[{'tokens': 16, 'source_para': 204, 'role': 'CAROLYN', 'chunk': 0}, {'chunk': 0, 'source_para': 221, 'role': 'BOJACK', 'tokens': 14}, {'chunk': 0, 'source_para': 110, 'tokens': 25, 'role': 'TODD'}, {'tokens': 232, 'role': 'PRINCESS CAROLYN', 'chunk': 0, 'source_para': 6}, {'chunk': 0, 'source_para': 148, 'role': 'CAROLYN', 'tokens': 22}]",Relationship Dynamics,"[""CAROLYN: I have wasted so many dinners on you, BoJack Horseman. I don't know how you can expect anyone else to love you when you so clearly hate yourself.""]",False,0,0,0.3782864511013031,0,0.048780487804878044,0.34089821577072144
71,How much was BoJack charged for the bread?,$10.,BOJACK: Let me see that. [Shouting] $10 for bread?,$10.,"['Bojack grabs another piece of bread', 'BOJACK: Let me see that. [Shouting] $10 for bread?', ""BOJACK: Yeah, but I didn't even eat that much bread. What did I have? I must have had-"", ""BOJACK: Fine. But I'm going to tell them that pre-meal bread should be free, and that's the real headline."", 'BOJACK: You know, I am not crazy about the bread here.']","[{'role': 'UNKNOWN', 'tokens': 7, 'source_para': 122, 'chunk': 0}, {'source_para': 194, 'chunk': 0, 'tokens': 18, 'role': 'BOJACK'}, {'tokens': 26, 'chunk': 0, 'source_para': 199, 'role': 'BOJACK'}, {'source_para': 511, 'tokens': 29, 'role': 'BOJACK', 'chunk': 0}, {'role': 'BOJACK', 'source_para': 118, 'tokens': 16, 'chunk': 0}]",Plot & Motivation,['BOJACK: Let me see that. [Shouting] $10 for bread?'],False,0,1,1.0,1,1.0,1.0
72,Why was the bread not free?,Because they didn't order a meal.,WAITER: It is free if you order a meal.,"The context doesn't explicitly state why the bread was not free. However, based on the information given, it seems that BoJack is upset about paying $10 for the bread. The conversation implies that BoJack thinks the bread should be free, but it doesn't provide a reason for why it's not free.","[""BOJACK: Fine. But I'm going to tell them that pre-meal bread should be free, and that's the real headline."", ""BOJACK: I don't want to live in a society where the pre-meal bread isn't free."", ""BOJACK: Yeah, but I didn't even eat that much bread. What did I have? I must have had-"", 'BOJACK: You know, I am not crazy about the bread here.', 'BOJACK: Let me see that. [Shouting] $10 for bread?']","[{'tokens': 29, 'source_para': 511, 'role': 'BOJACK', 'chunk': 0}, {'tokens': 23, 'role': 'BOJACK', 'chunk': 0, 'source_para': 196}, {'role': 'BOJACK', 'source_para': 199, 'tokens': 26, 'chunk': 0}, {'chunk': 0, 'source_para': 118, 'role': 'BOJACK', 'tokens': 16}, {'source_para': 194, 'chunk': 0, 'role': 'BOJACK', 'tokens': 18}]",Plot & Motivation,['WAITER:  It is free if you order a meal.'],False,0,0,0.5863741040229797,0,0.03508771929824561,0.3279147148132324
73,How many baskets of bread did BoJack eat?,Nine baskets.,"WAITER: You ate nine baskets, sir.","This question cannot be answered based on the given context. The context only shows BoJack grabbing another piece of bread, but it does not mention how many baskets of bread he ate.","[""BOJACK: Yeah, but I didn't even eat that much bread. What did I have? I must have had-"", 'Bojack grabs another piece of bread', 'BOJACK: You know, I am not crazy about the bread here.', ""BOJACK: How many flavors do you need, man? It's peanut butter."", ""BOJACK: Fine. But I'm going to tell them that pre-meal bread should be free, and that's the real headline.""]","[{'role': 'BOJACK', 'tokens': 26, 'chunk': 0, 'source_para': 199}, {'chunk': 0, 'source_para': 122, 'role': 'UNKNOWN', 'tokens': 7}, {'tokens': 16, 'source_para': 118, 'chunk': 0, 'role': 'BOJACK'}, {'chunk': 0, 'source_para': 517, 'role': 'BOJACK', 'tokens': 18}, {'chunk': 0, 'source_para': 511, 'tokens': 29, 'role': 'BOJACK'}]",Plot & Motivation,"['WAITER: You ate nine baskets, sir.']",False,0,0,0.3451918363571167,0,0.0,0.4279685616493225
74,What does BoJack say he couldn't hear over the sound of his calories?,Princess Carolyn (talking about the breakup).,BOJACK: Couldn't hear you over the sound of my calories not metabolizing.,metabolizing.,"[""BOJACK: What was that? Sorry. Couldn't hear you over the sound of my calories not metabolizing."", ""BOJACK: You think I'm fat."", 'Bojack prepares himself a smoothie of', 'BOJACK: What?', 'BOJACK: What?']","[{'tokens': 24, 'source_para': 205, 'chunk': 0, 'role': 'BOJACK'}, {'source_para': 209, 'role': 'BOJACK', 'chunk': 0, 'tokens': 10}, {'chunk': 0, 'source_para': 51, 'role': 'UNKNOWN', 'tokens': 8}, {'role': 'BOJACK', 'chunk': 0, 'tokens': 6, 'source_para': 184}, {'role': 'BOJACK', 'source_para': 223, 'chunk': 0, 'tokens': 6}]",Internal Context & Emotional State,"[""BOJACK: What was that? Sorry. Couldn't hear you over the sound of my calories not metabolizing.""]",False,1,1,0.9999999403953552,0,0.0,0.08380985260009766
75,What headline does BoJack invent about his evening?,"""Dumb guy eats bread, gets fat, the end.""","BOJACK: ...the real headline of the evening was, ""Dumb guy eats bread, gets fat, the end.""","""Stupid BoJack writes a stupid book about his stupid life, nobody cares.""","['BOJACK: What guy?', 'BOJACK: I can see the headline now, ""Stupid BoJack writes a stupid book about his stupid life, nobody cares.""', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: Do I know his story? If I recall correctly, he was bringing up three boys of his own.']","[{'chunk': 0, 'tokens': 7, 'source_para': 402, 'role': 'BOJACK'}, {'role': 'BOJACK', 'chunk': 0, 'tokens': 28, 'source_para': 308}, {'source_para': 184, 'tokens': 6, 'chunk': 0, 'role': 'BOJACK'}, {'chunk': 0, 'tokens': 6, 'source_para': 223, 'role': 'BOJACK'}, {'chunk': 0, 'source_para': 421, 'tokens': 25, 'role': 'BOJACK'}]",Internal Context & Emotional State,"['BOJACK: So yeah, technically I was dumped, but the real headline of the evening was, ""Dumb guy eats bread, gets fat, the end.""']",False,0,0,0.3569009304046631,0,0.0,0.5001470446586609
76,How does BoJack behave around cotton candy machines?,He eats until he barfs.,BOJACK: I'll stand in the corner by myself eating cotton candy until I barf like I did at your last party.,BoJack threatens to stand in the corner by himself eating cotton candy until he barfs.,"[""BOJACK: But we're not getting a cotton candy machine."", ""BOJACK: I'll stand in the corner by myself eating cotton candy until I barf like I did at your last party."", 'Flashback to Bojack struggling to make his own cereal', 'Bojack grabs another piece of bread', 'Bojack prepares himself a smoothie of']","[{'tokens': 14, 'role': 'BOJACK', 'source_para': 373, 'chunk': 0}, {'source_para': 216, 'tokens': 27, 'chunk': 0, 'role': 'BOJACK'}, {'tokens': 11, 'chunk': 0, 'role': 'UNKNOWN', 'source_para': 430}, {'source_para': 122, 'role': 'UNKNOWN', 'chunk': 0, 'tokens': 7}, {'tokens': 8, 'chunk': 0, 'role': 'UNKNOWN', 'source_para': 51}]",Internal Context & Emotional State,"[""BOJACK: I'll stand in the corner by myself eating cotton candy until I barf like I did at your last party.""]",False,0,1,1.0,0,0.3,0.5085570216178894
77,Who told Todd that BoJack and Princess Carolyn broke up?,Princess Carolyn did.,BOJACK: Who told you Princess Carolyn and I broke up? TODD: She did.,"The answer is not explicitly stated in the context. However, based on the conversation, it seems that Princess Carolyn is trying to convince BoJack that she didn't tell Todd about their break-up, and BoJack seems to be taking her word for it. But it is never actually confirmed in the conversation who told Todd about the break-up.","['BOJACK: Who told you Princess Carolyn and I broke up?', ""TODD: Ah, yeah, I see. You're just bummed out because Princess Carolyn dumped you last night."", 'BOJACK: Little Sabrina grew up right before our eyes, right, Todd? Todd? Todd!', 'BOJACK: Todd, who was that guy? Who are all these people?', ""PRINCESS CAROLYN: BoJack, I secured you an interview. A major online celebrity gossip site. They want to talk about your comeback. BOJACK: A gossip site? I'm not talking to them! That's beneath me. Ibsen wouldn't talk to a gossip site! PRINCESS CAROLYN: You are not Ibsen, you are a washed-up sitcom horse who needs to sell books so I can pay my assistant. BOJACK: What about Diane? She's writing the book. Can't she do it? PRINCESS CAROLYN: The book is about you, BoJack. You need to provide the soundbites. BOJACK: Fine. But I'm going to tell them that pre-meal bread should be free, and that's the real headline. PRINCESS CAROLYN: Just tell them you're dating someone famous. Anyone. BOJACK: I'm dating that raccoon editor. Pinky. He smells bad, but he's passionate about slap bracelets. PRINCESS CAROLYN: [sighs] Just be there on Tuesday.""]","[{'role': 'BOJACK', 'chunk': 0, 'tokens': 14, 'source_para': 221}, {'tokens': 25, 'source_para': 110, 'chunk': 0, 'role': 'TODD'}, {'tokens': 22, 'source_para': 270, 'role': 'BOJACK', 'chunk': 0}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 378, 'tokens': 17}, {'role': 'PRINCESS CAROLYN', 'source_para': 6, 'tokens': 232, 'chunk': 0}]",Relationship Dynamics,"['BOJACK: Who told you Princess Carolyn and I broke up?', 'TODD: She did.']",True,1,1,1.0,0,0.06666666666666667,0.5230101346969604
78,How did BoJack get Princess Carolyn out of his car?,He pushed her out while it was moving.,Bojack pushes her out of a moving car,BoJack pushed Princess Carolyn out of a moving car.,"['BOJACK: Who told you Princess Carolyn and I broke up?', 'CAROLYN: BoJack.', 'Bojack pushes her out of a moving car, but like a cat, she lands on her feet.', 'BOJACK: What?', 'BOJACK: What?']","[{'tokens': 14, 'chunk': 0, 'role': 'BOJACK', 'source_para': 221}, {'role': 'CAROLYN', 'source_para': 235, 'tokens': 7, 'chunk': 0}, {'role': 'UNKNOWN', 'chunk': 0, 'tokens': 21, 'source_para': 231}, {'role': 'BOJACK', 'tokens': 6, 'chunk': 0, 'source_para': 184}, {'role': 'BOJACK', 'source_para': 223, 'tokens': 6, 'chunk': 0}]",Relationship Dynamics,"['Bojack pushes her out of a moving car, but like a cat, she lands on her feet.']",False,0,1,1.0,0,0.23529411764705882,0.5516701340675354
79,How did Princess Carolyn land after being pushed?,"Like a cat, on her feet.","but like a cat, she lands on her feet.","The information about Princess Carolyn being pushed and how she landed is not present in the provided context. It only mentions her being at a phone call, which implies she is still standing or at least not mentioned to be falling down.","['BOJACK: Who told you Princess Carolyn and I broke up?', 'PRINCESS CAROLYN: Where is the horse who was supposed to be at the table read?', 'PRINCESS CAROLYN: Go. To. Therapy. Now.', ""Hello? I've got Princess Carolyn for you."", 'CAROLYN: Take me home.']","[{'source_para': 221, 'tokens': 14, 'chunk': 0, 'role': 'BOJACK'}, {'role': 'PRINCESS CAROLYN', 'source_para': 544, 'tokens': 21, 'chunk': 0}, {'role': 'PRINCESS CAROLYN', 'tokens': 15, 'source_para': 527, 'chunk': 0}, {'role': 'UNKNOWN', 'source_para': 233, 'tokens': 10, 'chunk': 0}, {'role': 'CAROLYN', 'source_para': 226, 'tokens': 8, 'chunk': 0}]",Character Identity & Core Facts,"['Bojack pushes her out of a moving car, but like a cat, she lands on her feet.']",False,0,0,0.2797081172466278,0,0.08333333333333333,0.3327220678329468
80,Does Princess Carolyn think BoJack looks fat?,"No, she says he is in the prime of his life (as an agent).","CAROLYN: No way. You are in the prime of your life, never looked better.","There's no explicit statement from Princess Carolyn that suggests she thinks BoJack looks fat. The context only shows BoJack's concern about his weight, mentioning ""You think I'm fat"" and ""Do you think I'm getting chubby?"" but there's no response from Princess Carolyn that indicates she shares this concern.","[""BOJACK: You think I'm fat."", 'BOJACK: Who told you Princess Carolyn and I broke up?', ""BOJACK: She's cute."", ""BOJACK: You've seen me naked. Do you think I'm getting chubby?"", ""PRINCESS CAROLYN: BoJack, I secured you an interview. A major online celebrity gossip site. They want to talk about your comeback. BOJACK: A gossip site? I'm not talking to them! That's beneath me. Ibsen wouldn't talk to a gossip site! PRINCESS CAROLYN: You are not Ibsen, you are a washed-up sitcom horse who needs to sell books so I can pay my assistant. BOJACK: What about Diane? She's writing the book. Can't she do it? PRINCESS CAROLYN: The book is about you, BoJack. You need to provide the soundbites. BOJACK: Fine. But I'm going to tell them that pre-meal bread should be free, and that's the real headline. PRINCESS CAROLYN: Just tell them you're dating someone famous. Anyone. BOJACK: I'm dating that raccoon editor. Pinky. He smells bad, but he's passionate about slap bracelets. PRINCESS CAROLYN: [sighs] Just be there on Tuesday.""]","[{'chunk': 0, 'tokens': 10, 'source_para': 209, 'role': 'BOJACK'}, {'source_para': 221, 'role': 'BOJACK', 'chunk': 0, 'tokens': 14}, {'source_para': 285, 'role': 'BOJACK', 'chunk': 0, 'tokens': 8}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 203, 'tokens': 18}, {'tokens': 232, 'source_para': 6, 'chunk': 0, 'role': 'PRINCESS CAROLYN'}]",Relationship Dynamics,"['CAROLYN: No way. You are in the prime of your life, never looked better.']",False,0,0,0.350174218416214,0,0.09677419354838708,0.3126758337020874
